Date,Open,High,Low,Close,Volume,Market Cap
25-Mar-18,8612.81,8682.01,8449.1,8495.78,4569880000,1.45882E+11
24-Mar-18,8901.95,8996.18,8665.7,8668.12,5664600000,1.50762E+11
23-Mar-18,8736.25,8879.62,8360.62,8879.62,5954120000,1.47941E+11
22-Mar-18,8939.44,9100.71,8564.9,8728.47,5530390000,1.51366E+11
21-Mar-18,8937.48,9177.37,8846.33,8929.28,6043130000,1.51316E+11
20-Mar-18,8619.67,9051.02,8389.89,8913.47,6361790000,1.45922E+11
19-Mar-18,8344.12,8675.87,8182.4,8630.65,6729110000,1.4124E+11
18-Mar-18,7890.52,8245.51,7397.99,8223.68,6639190000,1.33547E+11
17-Mar-18,8321.91,8346.53,7812.82,7916.88,4426150000,1.40834E+11
16-Mar-18,8322.91,8585.15,8005.31,8338.35,5289380000,1.40834E+11
15-Mar-18,8290.76,8428.35,7783.05,8300.86,6834430000,1.40275E+11
14-Mar-18,9214.65,9355.85,8068.59,8269.81,6438230000,1.55891E+11
13-Mar-18,9173.04,9470.38,8958.19,9194.85,5991140000,1.55168E+11
12-Mar-18,9602.93,9937.5,8956.43,9205.12,6457400000,1.62421E+11
11-Mar-18,8852.78,9711.89,8607.12,9578.63,6296370000,1.49716E+11
10-Mar-18,9350.59,9531.32,8828.47,8866,5386320000,1.58119E+11
09-Mar-18,9414.69,9466.35,8513.03,9337.55,8704190000,1.59185E+11
08-Mar-18,9951.44,10147.4,9335.87,9395.01,7186090000,1.68241E+11
07-Mar-18,10803.9,10929.5,9692.12,9965.57,8797910000,1.82631E+11
06-Mar-18,11500.1,11500.1,10694.3,10779.9,6832170000,1.94378E+11
05-Mar-18,11532.4,11704.1,11443.9,11573.3,6468540000,1.94903E+11
04-Mar-18,11497.4,11512.6,11136.1,11512.6,6084150000,1.94289E+11
03-Mar-18,11101.9,11528.2,11002.4,11489.7,6690570000,1.87581E+11
02-Mar-18,10977.4,11189,10850.1,11086.4,7620590000,1.85456E+11
01-Mar-18,10385,11052.3,10352.7,10951,7317280000,1.75427E+11
28-Feb-18,10687.2,11089.8,10393.1,10397.9,6936190000,1.8051E+11
27-Feb-18,10393.9,10878.5,10246.1,10725.6,6966180000,1.75536E+11
26-Feb-18,9669.43,10475,9501.73,10366.7,7287690000,1.63283E+11
25-Feb-18,9796.42,9923.22,9407.06,9664.73,5706940000,1.65407E+11
24-Feb-18,10287.7,10597.2,9546.97,9813.07,6917930000,1.73682E+11
23-Feb-18,9937.07,10487.3,9734.56,10301.1,7739500000,1.67746E+11
22-Feb-18,10660.4,11039.1,9939.09,10005,8040080000,1.79936E+11
21-Feb-18,11372.2,11418.5,10479.1,10690.4,9405340000,1.91927E+11
20-Feb-18,11231.8,11958.5,11231.8,11403.7,9926540000,1.89536E+11
19-Feb-18,10552.6,11273.8,10513.2,11225.3,7652090000,1.78055E+11
18-Feb-18,11123.4,11349.8,10326,10551.8,8744010000,1.87663E+11
17-Feb-18,10207.5,11139.5,10149.4,11112.7,8660880000,1.72191E+11
16-Feb-18,10135.7,10324.1,9824.82,10233.9,7296160000,1.7096E+11
15-Feb-18,9488.32,10234.8,9395.58,10166.4,9062540000,1.60025E+11
14-Feb-18,8599.92,9518.54,8599.92,9494.63,7909820000,1.45023E+11
13-Feb-18,8926.72,8958.47,8455.41,8598.31,5696720000,1.50516E+11
12-Feb-18,8141.43,8985.92,8141.43,8926.57,6256440000,1.37258E+11
11-Feb-18,8616.13,8616.13,7931.1,8129.97,6122190000,1.45245E+11
10-Feb-18,8720.08,9122.55,8295.47,8621.9,7780960000,1.46981E+11
09-Feb-18,8271.84,8736.98,7884.71,8736.98,6784820000,1.39412E+11
08-Feb-18,7637.86,8558.77,7637.86,8265.59,9346750000,1.28714E+11
07-Feb-18,7755.49,8509.11,7236.79,7621.3,9169280000,1.30683E+11
06-Feb-18,7051.75,7850.7,6048.26,7754,13999800000,1.1881E+11
05-Feb-18,8270.54,8364.84,6756.68,6955.27,9285290000,1.39325E+11
04-Feb-18,9175.7,9334.87,8031.22,8277.01,7073550000,1.54553E+11
03-Feb-18,8852.12,9430.75,8251.63,9174.91,7263790000,1.49085E+11
02-Feb-18,9142.28,9142.28,7796.49,8830.75,12726900000,1.53953E+11
01-Feb-18,10237.3,10288.8,8812.28,9170.54,9959400000,1.72372E+11
31-Jan-18,10108.2,10381.6,9777.42,10221.1,8041160000,1.70183E+11
30-Jan-18,11306.8,11307.2,10036.2,10106.3,8637860000,1.90339E+11
29-Jan-18,11755.5,11875.6,11179.2,11296.4,7107360000,1.97871E+11
28-Jan-18,11475.3,12040.3,11475.3,11786.3,8350360000,1.93133E+11
27-Jan-18,11174.9,11614.9,10989.2,11440.7,7583270000,1.88054E+11
26-Jan-18,11256,11656.7,10470.3,11171.4,9746200000,1.89398E+11
25-Jan-18,11421.7,11785.7,11057.4,11259.4,8873170000,1.92163E+11
24-Jan-18,10903.4,11501.4,10639.8,11359.4,9940990000,1.83419E+11
23-Jan-18,10944.5,11377.6,10129.7,10868.4,9660610000,1.84087E+11
22-Jan-18,11633.1,11966.4,10240.2,10931.4,10537400000,1.95645E+11
21-Jan-18,12889.2,12895.9,11288.2,11600.1,9935180000,2.1674E+11
20-Jan-18,11656.2,13103,11656.2,12899.2,11801700000,1.95979E+11
19-Jan-18,11429.8,11992.8,11172.1,11607.4,10740400000,1.9215E+11
18-Jan-18,11198.8,12107.3,10942.5,11474.9,15020400000,1.88242E+11
17-Jan-18,11431.1,11678,9402.29,11188.6,18830600000,1.92123E+11
16-Jan-18,13836.1,13843.1,10194.9,11490.5,18853800000,2.32517E+11
15-Jan-18,13767.3,14445.5,13641.7,13819.8,12750800000,2.31334E+11
14-Jan-18,14370.8,14511.8,13268,13772,11084100000,2.41447E+11
13-Jan-18,13952.4,14659.5,13952.4,14360.2,12763600000,2.34391E+11
12-Jan-18,13453.9,14229.9,13158.1,13980.6,12065700000,2.25986E+11
11-Jan-18,14968.2,15018.8,13105.9,13405.8,16534100000,2.51387E+11
10-Jan-18,14588.5,14973.3,13691.2,14973.3,18500800000,2.44981E+11
09-Jan-18,15123.7,15497.5,14424,14595.4,16660000000,2.53935E+11
08-Jan-18,16476.2,16537.9,14208.2,15170.1,18413900000,2.76612E+11
07-Jan-18,17527.3,17579.6,16087.7,16477.6,15866000000,2.94222E+11
06-Jan-18,17462.1,17712.4,16764.6,17527,18314600000,2.93091E+11
05-Jan-18,15477.2,17705.2,15202.8,17429.5,23840900000,2.59748E+11
04-Jan-18,15270.7,15739.7,14522.2,15599.2,21783200000,2.5625E+11
03-Jan-18,14978.2,15572.8,14844.5,15201,16871900000,2.51312E+11
02-Jan-18,13625,15444.6,13163.6,14982.1,16846600000,2.28579E+11
01-Jan-18,14112.2,14112.2,13154.7,13657.2,10291200000,2.36725E+11
31-Dec-17,12897.7,14377.4,12755.6,14156.4,12136300000,2.16326E+11
30-Dec-17,14681.9,14681.9,12350.1,12952.2,14452600000,2.46224E+11
29-Dec-17,14695.8,15279,14307,14656.2,13025500000,2.46428E+11
28-Dec-17,15864.1,15888.4,13937.3,14606.5,12336500000,2.65988E+11
27-Dec-17,16163.5,16930.9,15114.3,15838.5,12487600000,2.70976E+11
26-Dec-17,14036.6,16461.2,14028.9,16099.8,13454300000,2.35294E+11
25-Dec-17,13995.9,14593,13448.9,14026.6,10664700000,2.3459E+11
24-Dec-17,14608.2,14626,12747.7,13925.8,11572300000,2.44824E+11
23-Dec-17,13948.7,15603.2,13828.8,14699.2,13086000000,2.33748E+11
22-Dec-17,15898,15943.4,11833,13831.8,22198000000,2.66381E+11
21-Dec-17,16642.4,17567.7,15342.7,15802.9,16516600000,2.78827E+11
20-Dec-17,17760.3,17934.7,16077.7,16624.6,22149700000,2.97526E+11
19-Dec-17,19118.3,19177.8,17275.4,17776.7,16894500000,3.20242E+11
18-Dec-17,19106.4,19371,18355.9,19114.2,14839500000,3.2E+11
17-Dec-17,19475.8,20089,18974.1,19140.8,13314600000,3.26141E+11
16-Dec-17,17760.3,19716.7,17515.3,19497.4,12740600000,2.97376E+11
15-Dec-17,16601.3,18154.1,16601.3,17706.9,14310000000,2.77936E+11
14-Dec-17,16384.6,17085.8,16185.9,16564,13777400000,2.74269E+11
13-Dec-17,17500,17653.1,16039.7,16408.2,12976900000,2.929E+11
12-Dec-17,16919.8,17781.8,16571.6,17415.4,14603800000,2.83155E+11
11-Dec-17,15427.4,17513.9,15404.8,16936.8,12153900000,2.58147E+11
10-Dec-17,15168.4,15850.6,13226.6,15455.4,13433300000,2.53782E+11
09-Dec-17,16523.3,16783,13674.9,15178.2,13911300000,2.76415E+11
08-Dec-17,17802.9,18353.4,14336.9,16569.4,21136000000,2.97787E+11
07-Dec-17,14266.1,17899.7,14057.3,17899.7,17950700000,2.386E+11
06-Dec-17,11923.4,14369.1,11923.4,14291.5,12656300000,1.9939E+11
05-Dec-17,11685.7,12032,11604.6,11916.7,6895260000,1.95389E+11
04-Dec-17,11315.4,11657.2,11081.8,11657.2,6132410000,1.89172E+11
03-Dec-17,11082.7,11858.7,10862,11323.2,6608310000,1.85258E+11
02-Dec-17,10978.3,11320.2,10905.1,11074.6,5138500000,1.8349E+11
01-Dec-17,10198.6,11046.7,9694.65,10975.6,6783120000,1.70436E+11
30-Nov-17,9906.79,10801,9202.05,10233.6,8310690000,1.65537E+11
29-Nov-17,10077.4,11517.4,9601.03,9888.61,11568800000,1.68367E+11
28-Nov-17,9823.43,10125.7,9736.3,10058.8,6348820000,1.64104E+11
27-Nov-17,9352.72,9818.35,9352.72,9818.35,5653320000,1.56221E+11
26-Nov-17,8789.04,9522.93,8775.59,9330.55,5475580000,1.46789E+11
25-Nov-17,8241.71,8790.92,8191.15,8790.92,4342060000,1.37632E+11
24-Nov-17,8074.02,8374.16,7940.93,8253.69,5058610000,1.34816E+11
23-Nov-17,8232.38,8267.4,8038.77,8038.77,4225180000,1.37444E+11
22-Nov-17,8077.95,8302.26,8075.47,8253.55,3633530000,1.34851E+11
21-Nov-17,8205.74,8348.66,7762.71,8071.26,4277610000,1.36967E+11
20-Nov-17,8039.07,8336.86,7949.36,8200.64,3488450000,1.34167E+11
19-Nov-17,7766.03,8101.91,7694.1,8036.49,3149320000,1.29595E+11
18-Nov-17,7697.21,7884.99,7463.44,7790.15,3667190000,1.28425E+11
17-Nov-17,7853.57,8004.59,7561.09,7708.99,4651670000,1.31026E+11
16-Nov-17,7323.24,7967.38,7176.58,7871.69,5123810000,1.22164E+11
15-Nov-17,6634.76,7342.25,6634.76,7315.54,4200880000,1.10667E+11
14-Nov-17,6561.48,6764.98,6461.75,6635.75,3197110000,1.09434E+11
13-Nov-17,5938.25,6811.19,5844.29,6559.49,6263250000,99029000000
12-Nov-17,6295.45,6625.05,5519.01,5950.07,8957350000,1.0498E+11
11-Nov-17,6618.61,6873.15,6204.22,6357.6,4908680000,1.10362E+11
10-Nov-17,7173.73,7312,6436.87,6618.14,5208250000,1.19607E+11
09-Nov-17,7446.83,7446.83,7101.52,7143.58,3226250000,1.24146E+11
08-Nov-17,7141.38,7776.42,7114.02,7459.69,4602200000,1.19041E+11
07-Nov-17,7023.1,7253.32,7023.1,7144.38,2326340000,1.17056E+11
06-Nov-17,7403.22,7445.77,7007.31,7022.76,3111900000,1.23379E+11
05-Nov-17,7404.52,7617.48,7333.19,7407.41,2380410000,1.23388E+11
04-Nov-17,7164.48,7492.86,7031.28,7379.95,2483800000,1.19376E+11
03-Nov-17,7087.53,7461.29,7002.94,7207.76,3369860000,1.18084E+11
02-Nov-17,6777.77,7367.33,6758.72,7078.5,4653770000,1.1291E+11
01-Nov-17,6440.97,6767.31,6377.88,6767.31,2870320000,1.07287E+11
31-Oct-17,6132.02,6470.43,6103.33,6468.4,2311380000,1.0213E+11
30-Oct-17,6114.85,6214.99,6040.85,6130.53,1772150000,1.01833E+11
29-Oct-17,5754.44,6255.71,5724.58,6153.85,2859040000,95819800000
28-Oct-17,5787.82,5876.72,5689.19,5753.09,1403920000,96369600000
27-Oct-17,5899.74,5988.39,5728.82,5780.9,1710130000,98225400000
26-Oct-17,5747.95,5976.8,5721.22,5904.83,1905040000,95685100000
25-Oct-17,5524.6,5754.33,5397.88,5750.8,1966990000,91954200000
24-Oct-17,5935.52,5935.52,5504.18,5526.64,2735700000,98781600000
23-Oct-17,6006,6075.59,5732.47,5930.32,2401840000,99941600000
22-Oct-17,6036.66,6076.26,5792.34,6008.42,2034630000,1.00438E+11
21-Oct-17,5996.79,6194.88,5965.07,6031.6,2207100000,99763200000
20-Oct-17,5708.11,6060.11,5627.23,6011.45,2354430000,94947900000
19-Oct-17,5583.74,5744.35,5531.06,5708.52,1780540000,92867000000
18-Oct-17,5603.82,5603.82,5151.44,5590.69,2399270000,93190200000
17-Oct-17,5741.58,5800.35,5472.72,5605.51,1821570000,95469300000
16-Oct-17,5687.57,5776.23,5544.21,5725.59,2008070000,94559000000
15-Oct-17,5835.96,5852.48,5478.61,5678.19,1976040000,97011900000
14-Oct-17,5643.53,5837.7,5591.64,5831.79,1669030000,93803000000
13-Oct-17,5464.16,5840.3,5436.85,5647.21,3615480000,90812400000
12-Oct-17,4829.58,5446.91,4822,5446.91,2791610000,80256700000
11-Oct-17,4789.25,4873.73,4751.63,4826.48,1222280000,79578200000
10-Oct-17,4776.21,4922.17,4765.1,4781.99,1597140000,79351800000
09-Oct-17,4614.52,4878.71,4564.25,4772.02,1968740000,76656500000
08-Oct-17,4429.67,4624.14,4405.64,4610.48,1313870000,73575400000
07-Oct-17,4369.35,4443.88,4321.05,4426.89,906928000,72565100000
06-Oct-17,4324.46,4413.27,4320.53,4370.81,1069940000,71810600000
05-Oct-17,4229.88,4362.64,4164.05,4328.41,1161770000,70233700000
04-Oct-17,4319.37,4352.31,4210.42,4229.36,1116770000,71712500000
03-Oct-17,4408.46,4432.47,4258.89,4317.48,1288020000,73181300000
02-Oct-17,4395.81,4470.23,4377.46,4409.32,1431730000,72963200000
01-Oct-17,4341.05,4403.74,4269.81,4403.74,1208210000,72047300000
30-Sep-17,4166.11,4358.43,4160.86,4338.71,1207450000,69136600000
29-Sep-17,4171.62,4214.63,4039.29,4163.07,1367050000,69219200000
28-Sep-17,4197.13,4279.31,4109.7,4174.73,1712320000,69633200000
27-Sep-17,3892.94,4210.05,3884.82,4200.67,1686880000,64579200000
26-Sep-17,3928.41,3969.89,3869.9,3892.35,1043740000,65161000000
25-Sep-17,3681.58,3950.25,3681.58,3926.07,1374210000,61061100000
24-Sep-17,3796.15,3796.15,3666.9,3682.84,768015000,62954300000
23-Sep-17,3629.92,3819.21,3594.58,3792.4,928114000,60190000000
22-Sep-17,3628.02,3758.27,3553.53,3630.7,1194830000,60152300000
21-Sep-17,3901.47,3916.42,3613.63,3631.04,1411480000,64677600000
20-Sep-17,3916.36,4031.39,3857.73,3905.95,1213830000,64918500000
19-Sep-17,4073.79,4094.07,3868.87,3924.97,1563980000,67520300000
18-Sep-17,3591.09,4079.23,3591.09,4065.2,1943210000,59514100000
17-Sep-17,3606.28,3664.81,3445.64,3582.88,1239150000,59757800000
16-Sep-17,3637.75,3808.84,3487.79,3625.04,1818400000,60271600000
15-Sep-17,3166.3,3733.45,2946.62,3637.52,4148070000,52453500000
14-Sep-17,3875.37,3920.6,3153.86,3154.95,2716310000,64191600000
13-Sep-17,4131.98,4131.98,3789.92,3882.59,2219410000,68432200000
12-Sep-17,4168.88,4344.65,4085.22,4130.81,1864530000,69033400000
11-Sep-17,4122.47,4261.67,4099.4,4161.27,1557330000,68256000000
10-Sep-17,4229.34,4245.44,3951.04,4122.94,1679090000,70018100000
09-Sep-17,4229.81,4308.82,4114.11,4226.06,1386230000,70017200000
08-Sep-17,4605.16,4661,4075.18,4228.75,2700890000,76220200000
07-Sep-17,4589.14,4655.04,4491.33,4599.88,1844620000,75945000000
06-Sep-17,4376.59,4617.25,4376.59,4597.12,2172100000,72418700000
05-Sep-17,4228.29,4427.84,3998.11,4376.53,2697970000,69954400000
04-Sep-17,4591.63,4591.63,4108.4,4236.31,2987330000,75955500000
03-Sep-17,4585.27,4714.08,4417.59,4582.96,1933190000,75841700000
02-Sep-17,4901.42,4975.04,4469.24,4578.77,2722140000,81060600000
01-Sep-17,4701.76,4892.01,4678.53,4892.01,2599080000,77748400000
31-Aug-17,4555.59,4736.05,4549.4,4703.39,1944930000,75322300000
30-Aug-17,4570.36,4626.52,4471.41,4565.3,1937850000,75556600000
29-Aug-17,4389.21,4625.68,4352.13,4579.02,2486080000,72553800000
28-Aug-17,4384.45,4403.93,4224.64,4382.66,1959330000,72467900000
27-Aug-17,4345.1,4416.59,4317.29,4382.88,1537460000,71809200000
26-Aug-17,4372.06,4379.28,4269.52,4352.4,1511610000,72249100000
25-Aug-17,4332.82,4455.7,4307.35,4371.6,1727970000,71595100000
24-Aug-17,4137.6,4376.39,4130.26,4334.68,2037750000,68363900000
23-Aug-17,4089.01,4255.78,4078.41,4151.52,2369820000,67553000000
22-Aug-17,3998.35,4128.76,3674.58,4100.52,3764240000,66051000000
21-Aug-17,4090.48,4109.14,3988.6,4001.74,2800890000,67567100000
20-Aug-17,4189.31,4196.29,4069.88,4087.66,2109770000,69192700000
19-Aug-17,4137.75,4243.26,3970.55,4193.7,2975820000,68333100000
18-Aug-17,4324.34,4370.13,4015.4,4160.62,2941710000,71406500000
17-Aug-17,4384.44,4484.7,4243.71,4331.69,2553360000,72389100000
16-Aug-17,4200.34,4381.23,3994.42,4376.63,2272040000,69342700000
15-Aug-17,4326.99,4455.97,3906.18,4181.93,3258050000,71425500000
14-Aug-17,4066.1,4325.13,3989.16,4325.13,2463090000,67112300000
13-Aug-17,3880.04,4208.39,3857.8,4073.26,3159090000,64034100000
12-Aug-17,3650.63,3949.92,3613.7,3884.71,2219590000,60242100000
11-Aug-17,3373.82,3679.72,3372.12,3650.62,2021190000,55668000000
10-Aug-17,3341.84,3453.45,3319.47,3381.28,1515110000,55134700000
09-Aug-17,3420.4,3422.76,3247.67,3342.47,1468960000,56424900000
08-Aug-17,3370.22,3484.85,3345.83,3419.94,1752760000,55590300000
07-Aug-17,3212.78,3397.68,3180.89,3378.94,1482280000,52987300000
06-Aug-17,3257.61,3293.29,3155.6,3213.94,1105030000,53720900000
05-Aug-17,2897.63,3290.01,2874.83,3252.91,1945700000,47778200000
04-Aug-17,2806.93,2899.33,2743.72,2895.89,1002120000,46276200000
03-Aug-17,2709.56,2813.31,2685.14,2804.73,804797000,44666400000
02-Aug-17,2727.13,2762.53,2668.59,2710.67,1094950000,44950800000
01-Aug-17,2871.3,2921.35,2685.61,2718.26,1324670000,47321800000
31-Jul-17,2763.24,2889.62,2720.61,2875.34,860575000,45535800000
30-Jul-17,2724.39,2758.53,2644.85,2757.18,705943000,44890700000
29-Jul-17,2807.02,2808.76,2692.8,2726.45,803746000,46246700000
28-Jul-17,2679.73,2897.45,2679.73,2809.01,1380100000,44144400000
27-Jul-17,2538.71,2693.32,2529.34,2671.78,789104000,41816500000
26-Jul-17,2577.77,2610.76,2450.8,2529.45,937404000,42455000000
25-Jul-17,2757.5,2768.08,2480.96,2576.48,1460090000,45410100000
24-Jul-17,2732.7,2777.26,2699.19,2754.86,866474000,44995600000
23-Jul-17,2808.1,2832.18,2653.94,2730.4,1072840000,46231100000
22-Jul-17,2668.63,2862.42,2657.71,2810.12,1177130000,43929600000
21-Jul-17,2838.41,2838.41,2621.85,2667.76,1489450000,46719000000
20-Jul-17,2269.89,2900.7,2269.89,2817.6,2249260000,37356800000
19-Jul-17,2323.08,2397.17,2260.23,2273.43,1245100000,38227800000
18-Jul-17,2233.52,2387.61,2164.77,2318.88,1512450000,36749400000
17-Jul-17,1932.62,2230.49,1932.62,2228.41,1201760000,31795000000
16-Jul-17,1991.98,2058.77,1843.03,1929.82,1182870000,32767600000
15-Jul-17,2230.12,2231.14,1990.41,1998.86,993608000,36681300000
14-Jul-17,2360.59,2363.25,2183.22,2233.34,882503000,38823100000
13-Jul-17,2402.7,2425.22,2340.83,2357.9,835770000,39511000000
12-Jul-17,2332.77,2423.71,2275.14,2398.84,1117410000,38355900000
11-Jul-17,2385.89,2413.47,2296.81,2337.79,1329760000,39224200000
10-Jul-17,2525.25,2537.16,2321.13,2372.56,1111200000,41509000000
09-Jul-17,2572.61,2635.49,2517.59,2518.44,527856000,42283200000
08-Jul-17,2520.27,2571.34,2492.31,2571.34,733330000,41417700000
07-Jul-17,2608.59,2916.14,2498.87,2518.66,917412000,42864200000
06-Jul-17,2608.1,2616.72,2581.69,2608.56,761957000,42851400000
05-Jul-17,2602.87,2622.65,2538.55,2601.99,941566000,42760800000
04-Jul-17,2561,2631.59,2559.35,2601.64,985516000,42067900000
03-Jul-17,2498.56,2595,2480.47,2564.06,964112000,41037200000
02-Jul-17,2436.4,2514.28,2394.84,2506.47,803747000,40010500000
01-Jul-17,2492.6,2515.27,2419.23,2434.55,779914000,40928200000
30-Jun-17,2539.24,2559.25,2478.43,2480.84,860273000,41689100000
29-Jun-17,2567.56,2588.83,2510.48,2539.32,949979000,42150300000
28-Jun-17,2553.03,2603.98,2484.42,2574.79,1183870000,41906700000
27-Jun-17,2478.45,2552.45,2332.99,2552.45,1489790000,40677900000
26-Jun-17,2590.57,2615.25,2376.29,2478.45,1663280000,42514000000
25-Jun-17,2607.25,2682.26,2552.12,2589.41,1161100000,42783800000
24-Jun-17,2738.52,2757.94,2583.19,2608.72,982750000,44932900000
23-Jun-17,2707.34,2765.17,2706.37,2744.91,961319000,44415900000
22-Jun-17,2691.03,2723.74,2642.36,2705.41,1097940000,44143700000
21-Jun-17,2709.43,2772.01,2660.4,2689.1,1626580000,44440800000
20-Jun-17,2591.26,2763.45,2589.82,2721.79,1854190000,42498000000
19-Jun-17,2549.03,2662.85,2549.03,2589.6,1446840000,41800600000
18-Jun-17,2655.35,2662.1,2516.33,2548.29,1178660000,43539300000
17-Jun-17,2514.01,2685.19,2484.96,2655.88,1534510000,41217200000
16-Jun-17,2469.57,2539.92,2385.15,2518.56,1195190000,40484100000
15-Jun-17,2499.58,2534.71,2212.96,2464.58,2026260000,40971300000
14-Jun-17,2716.88,2786.83,2412.94,2506.37,1696560000,44528300000
13-Jun-17,2680.91,2789.04,2650.38,2717.02,1781200000,43934100000
12-Jun-17,2953.22,2997.26,2518.56,2659.63,2569530000,48391200000
11-Jun-17,2942.41,2996.6,2840.53,2958.11,1752400000,48208700000
10-Jun-17,2828.14,2950.99,2746.55,2947.71,2018890000,46331400000
09-Jun-17,2807.44,2901.71,2795.62,2823.81,1348950000,45987100000
08-Jun-17,2720.49,2815.3,2670.95,2805.62,1281170000,44557100000
07-Jun-17,2869.38,2869.38,2700.56,2732.16,1517710000,46989800000
06-Jun-17,2690.84,2999.91,2690.84,2863.2,2089610000,44061000000
05-Jun-17,2512.4,2686.81,2510.22,2686.81,1369310000,41133900000
04-Jun-17,2547.79,2585.89,2452.54,2511.81,1355120000,41708200000
03-Jun-17,2493.72,2581.91,2423.57,2515.35,1514950000,40817100000
02-Jun-17,2404.03,2488.55,2373.32,2488.55,1317030000,39344600000
01-Jun-17,2288.33,2448.39,2288.33,2407.88,1653180000,37446200000
31-May-17,2187.19,2311.08,2145.57,2286.41,1544830000,35786700000
30-May-17,2255.36,2301.96,2124.57,2175.47,1443970000,36897000000
29-May-17,2159.43,2307.05,2107.17,2255.61,994625000,35323500000
28-May-17,2054.08,2267.34,2054.08,2155.8,1147140000,33595900000
27-May-17,2196.27,2260.2,1855.83,2038.87,1700480000,35917100000
26-May-17,2320.89,2573.79,2071.99,2202.42,1763480000,37950600000
25-May-17,2446.24,2763.71,2285.3,2304.98,2406700000,39995400000
24-May-17,2321.37,2523.72,2321.37,2443.64,1725380000,37949200000
23-May-17,2191.56,2320.82,2178.5,2320.42,1378750000,35822600000
22-May-17,2043.19,2303.9,2017.87,2173.4,1942220000,33393600000
21-May-17,2067.03,2119.08,2037.5,2041.2,1147860000,33779400000
20-May-17,1984.24,2084.73,1974.92,2084.73,961336000,32422400000
19-May-17,1897.37,2004.52,1890.25,1987.71,1157290000,30999000000
18-May-17,1818.7,1904.48,1807.12,1888.65,894321000,29710500000
17-May-17,1726.73,1864.05,1661.91,1839.09,1064730000,28204800000
16-May-17,1741.7,1785.94,1686.54,1734.45,959045000,28446300000
15-May-17,1808.44,1812.8,1708.54,1738.43,731529000,29532600000
14-May-17,1800.86,1831.42,1776.62,1808.91,437196000,29405100000
13-May-17,1723.12,1812.99,1651.08,1804.91,579635000,28132300000
12-May-17,1845.76,1856.15,1694.01,1724.24,740984000,30131100000
11-May-17,1780.37,1873.93,1755.35,1848.57,799490000,29060600000
10-May-17,1756.52,1788.44,1719.1,1787.13,915723000,28668100000
09-May-17,1723.89,1833.49,1716.3,1755.36,1167920000,28132200000
08-May-17,1596.92,1723.35,1596.92,1723.35,1340320000,26056500000
07-May-17,1579.47,1596.72,1559.76,1596.71,1080030000,25768500000
06-May-17,1556.81,1578.8,1542.5,1578.8,582530000,25395600000
05-May-17,1540.87,1618.03,1530.31,1555.45,946036000,25133100000
04-May-17,1490.72,1608.91,1490.72,1537.67,933549000,24311900000
03-May-17,1453.78,1492.77,1447.49,1490.09,583796000,23707100000
02-May-17,1421.03,1473.9,1415.69,1452.82,477338000,23170200000
01-May-17,1348.3,1434.32,1348.3,1421.6,713624000,21981800000
30-Apr-17,1321.87,1347.91,1314.92,1347.89,413115000,21548400000
29-Apr-17,1317.84,1327.2,1315.21,1321.79,422706000,21479800000
28-Apr-17,1317.74,1331.28,1292.37,1316.48,527489000,21476000000
27-Apr-17,1281.88,1319.7,1281.3,1317.73,449197000,20889200000
26-Apr-17,1265.99,1294.83,1265.93,1281.08,329631000,20627900000
25-Apr-17,1250.45,1267.58,1249.97,1265.49,242556000,20372300000
24-Apr-17,1209.63,1250.94,1209.63,1250.15,235806000,19705400000
23-Apr-17,1231.92,1232.2,1203.94,1207.21,258951000,20066200000
22-Apr-17,1222.71,1235.56,1208.47,1231.71,249320000,19913900000
21-Apr-17,1229.42,1235.94,1215.56,1222.05,272167000,20020700000
20-Apr-17,1211.08,1240.79,1208.41,1229.08,315108000,19719900000
19-Apr-17,1212.13,1215.51,1205.08,1210.29,288061000,19734800000
18-Apr-17,1193.77,1217.57,1193.77,1211.67,270524000,19433800000
17-Apr-17,1183.25,1194.9,1172.65,1193.91,253206000,19260500000
16-Apr-17,1172.61,1187.22,1172.61,1182.94,183231000,19085100000
15-Apr-17,1167.3,1188,1164.96,1172.52,203559000,18996500000
14-Apr-17,1170.33,1190.8,1159.79,1167.54,254827000,19043800000
13-Apr-17,1201.02,1205.89,1156.44,1169.28,351969000,19541300000
12-Apr-17,1204.81,1207.14,1196.76,1200.37,288702000,19600800000
11-Apr-17,1187.46,1208.07,1187.46,1205.01,216182000,19316000000
10-Apr-17,1187.3,1190.34,1179.04,1187.13,215883000,19311200000
09-Apr-17,1176.57,1197.21,1171.86,1187.87,242343000,19134400000
08-Apr-17,1172.65,1184.98,1162.58,1175.95,209312000,19068600000
07-Apr-17,1178.94,1186.58,1163.39,1176.9,317022000,19168500000
06-Apr-17,1125.81,1188.37,1125.81,1182.68,511222000,18302600000
05-Apr-17,1134.14,1135.09,1113.63,1124.78,414784000,18435700000
04-Apr-17,1145.52,1156.44,1120.52,1133.25,436310000,18619000000
03-Apr-17,1102.95,1151.74,1102.95,1143.81,580444000,17924600000
02-Apr-17,1080.61,1107.59,1075.45,1102.17,514187000,17559400000
01-Apr-17,1071.71,1091.72,1061.09,1080.5,289634000,17413000000
